name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","identifier_field",0.048395875,0.000144,0x0000000018F00E00,true,,,,
"CAN","control_field",0.048543875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.048559875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.048595875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.048635875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.048671875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.048711875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.048751875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.048787875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.048827875,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.048863875,6.4e-05,,,,,0x0000000000005A00,
"CAN","ack_field",0.048935875,4e-06,,,,,,true
"CAN","identifier_field",0.049468125,0.00014,0x000000000CF00203,true,,,,
"CAN","control_field",0.049612125,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.049628125,3.2e-05,,,,0xC0,,
"CAN","data_field",0.049664125,3.2e-05,,,,0x00,,
"CAN","data_field",0.049700125,3.6e-05,,,,0x00,,
"CAN","data_field",0.049740125,3.2e-05,,,,0xFF,,
