name,type,start_time,duration,"identifier","num_data_bytes","extended","data","crc","ack"
"CAN","ack_field",2023-08-25T05:27:11.823909692+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.832881380+00:00,0.000144,0x000000000CF00400,,true,,,
"CAN","control_field",2023-08-25T05:27:11.833029380+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.833045380+00:00,3.2e-05,,,,0xFE,,
"CAN","data_field",2023-08-25T05:27:11.833081380+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.833117380+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.833153380+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.833189380+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.833229380+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.833265380+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.833301380+00:00,3.2e-05,,,,0x7D,,
"CAN","crc_field",2023-08-25T05:27:11.833337380+00:00,6e-05,,,,,0x0000000000006D3F,
"CAN","ack_field",2023-08-25T05:27:11.833405380+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.835849276+00:00,0.00014,0x0000000008FE6E0B,,true,,,
"CAN","control_field",2023-08-25T05:27:11.835993276+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.836009276+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836049276+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836085276+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836125276+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836165276+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836201276+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836241276+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.836277276+00:00,3.6e-05,,,,0x00,,
"CAN","crc_field",2023-08-25T05:27:11.836317276+00:00,5.6e-05,,,,,0x0000000000001522,
"CAN","ack_field",2023-08-25T05:27:11.836381276+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.842797308+00:00,0.000144,0x0000000018FEF200,,true,,,
"CAN","control_field",2023-08-25T05:27:11.842945308+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.842961308+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.843001308+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.843037308+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.843077308+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.843117308+00:00,2.8e-05,,,,0x3C,,
"CAN","data_field",2023-08-25T05:27:11.843149308+00:00,3.2e-05,,,,0x05,,
