name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","crc_field",0.0487470625,5.6e-05,,,,,0x0000000000005EBA,
"CAN","ack_field",0.0488110625,4e-06,,,,,,true
"CAN","identifier_field",0.048863375,0.00014,0x000000000CF00203,true,,,,
"CAN","control_field",0.049007375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.049023375,3.2e-05,,,,0xC0,,
"CAN","data_field",0.049059375,3.2e-05,,,,0x00,,
"CAN","data_field",0.049095375,3.6e-05,,,,0x00,,
"CAN","data_field",0.049135375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.049171375,3.2e-05,,,,0xF7,,
"CAN","data_field",0.049207375,3.2e-05,,,,0xE3,,
"CAN","data_field",0.049243375,2.8e-05,,,,0x17,,
"CAN","data_field",0.049275375,3.2e-05,,,,0x03,,
"CAN","crc_field",0.049311375,5.6e-05,,,,,0x00000000000013C8,
"CAN","ack_field",0.049375375,4e-06,,,,,,true
"CAN","identifier_field",0.04942775,0.000144,0x0000000018F00F00,true,,,,
"CAN","control_field",0.04957575,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.04959175,3.2e-05,,,,0xFF,,
"CAN","data_field",0.04962775,3.6e-05,,,,0xFF,,
"CAN","data_field",0.04966775,3.2e-05,,,,0xFF,,
